# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2060,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2065,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2070,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2075,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2080,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2085,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2090,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2095,1
USA,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Africa_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Africa_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Africa_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Africa_Western,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Australia_NZ,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Brazil,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Canada,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Central America and Caribbean,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Central Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
China,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
EU-12,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
EU-15,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Europe_Eastern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Europe_Non_EU,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
European Free Trade Association,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
India,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Indonesia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Japan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Mexico,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Middle East,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Pakistan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Russia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
South Africa,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
South America_Northern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
South America_Southern,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
South Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
South Korea,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Southeast Asia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Taiwan,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Argentina,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
Colombia,regional sheepgoat,imported sheepgoat,imported sheepgoat,2100,1
USA,regional forest,domestic forest,domestic forest,1975,1
Africa_Eastern,regional forest,domestic forest,domestic forest,1975,1
Africa_Northern,regional forest,domestic forest,domestic forest,1975,1
Africa_Southern,regional forest,domestic forest,domestic forest,1975,1
Africa_Western,regional forest,domestic forest,domestic forest,1975,1
Australia_NZ,regional forest,domestic forest,domestic forest,1975,1
Brazil,regional forest,domestic forest,domestic forest,1975,1
Canada,regional forest,domestic forest,domestic forest,1975,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,1975,1
Central Asia,regional forest,domestic forest,domestic forest,1975,1
China,regional forest,domestic forest,domestic forest,1975,1
EU-12,regional forest,domestic forest,domestic forest,1975,1
EU-15,regional forest,domestic forest,domestic forest,1975,1
Europe_Eastern,regional forest,domestic forest,domestic forest,1975,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,1975,1
European Free Trade Association,regional forest,domestic forest,domestic forest,1975,1
India,regional forest,domestic forest,domestic forest,1975,1
Indonesia,regional forest,domestic forest,domestic forest,1975,1
Japan,regional forest,domestic forest,domestic forest,1975,1
Mexico,regional forest,domestic forest,domestic forest,1975,1
Middle East,regional forest,domestic forest,domestic forest,1975,1
Pakistan,regional forest,domestic forest,domestic forest,1975,1
Russia,regional forest,domestic forest,domestic forest,1975,1
South Africa,regional forest,domestic forest,domestic forest,1975,1
South America_Northern,regional forest,domestic forest,domestic forest,1975,1
South America_Southern,regional forest,domestic forest,domestic forest,1975,1
South Asia,regional forest,domestic forest,domestic forest,1975,1
South Korea,regional forest,domestic forest,domestic forest,1975,1
Southeast Asia,regional forest,domestic forest,domestic forest,1975,1
Taiwan,regional forest,domestic forest,domestic forest,1975,1
Argentina,regional forest,domestic forest,domestic forest,1975,1
Colombia,regional forest,domestic forest,domestic forest,1975,1
USA,regional forest,domestic forest,domestic forest,1990,1
Africa_Eastern,regional forest,domestic forest,domestic forest,1990,1
Africa_Northern,regional forest,domestic forest,domestic forest,1990,1
Africa_Southern,regional forest,domestic forest,domestic forest,1990,1
Africa_Western,regional forest,domestic forest,domestic forest,1990,1
Australia_NZ,regional forest,domestic forest,domestic forest,1990,1
Brazil,regional forest,domestic forest,domestic forest,1990,1
Canada,regional forest,domestic forest,domestic forest,1990,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,1990,1
Central Asia,regional forest,domestic forest,domestic forest,1990,1
China,regional forest,domestic forest,domestic forest,1990,1
EU-12,regional forest,domestic forest,domestic forest,1990,1
EU-15,regional forest,domestic forest,domestic forest,1990,1
Europe_Eastern,regional forest,domestic forest,domestic forest,1990,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,1990,1
European Free Trade Association,regional forest,domestic forest,domestic forest,1990,1
India,regional forest,domestic forest,domestic forest,1990,1
Indonesia,regional forest,domestic forest,domestic forest,1990,1
Japan,regional forest,domestic forest,domestic forest,1990,1
Mexico,regional forest,domestic forest,domestic forest,1990,1
Middle East,regional forest,domestic forest,domestic forest,1990,1
Pakistan,regional forest,domestic forest,domestic forest,1990,1
Russia,regional forest,domestic forest,domestic forest,1990,1
South Africa,regional forest,domestic forest,domestic forest,1990,1
South America_Northern,regional forest,domestic forest,domestic forest,1990,1
South America_Southern,regional forest,domestic forest,domestic forest,1990,1
South Asia,regional forest,domestic forest,domestic forest,1990,1
South Korea,regional forest,domestic forest,domestic forest,1990,1
Southeast Asia,regional forest,domestic forest,domestic forest,1990,1
Taiwan,regional forest,domestic forest,domestic forest,1990,1
Argentina,regional forest,domestic forest,domestic forest,1990,1
Colombia,regional forest,domestic forest,domestic forest,1990,1
USA,regional forest,domestic forest,domestic forest,2005,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2005,1
Africa_Northern,regional forest,domestic forest,domestic forest,2005,1
Africa_Southern,regional forest,domestic forest,domestic forest,2005,1
Africa_Western,regional forest,domestic forest,domestic forest,2005,1
Australia_NZ,regional forest,domestic forest,domestic forest,2005,1
Brazil,regional forest,domestic forest,domestic forest,2005,1
Canada,regional forest,domestic forest,domestic forest,2005,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2005,1
Central Asia,regional forest,domestic forest,domestic forest,2005,1
China,regional forest,domestic forest,domestic forest,2005,1
EU-12,regional forest,domestic forest,domestic forest,2005,1
EU-15,regional forest,domestic forest,domestic forest,2005,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2005,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2005,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2005,1
India,regional forest,domestic forest,domestic forest,2005,1
Indonesia,regional forest,domestic forest,domestic forest,2005,1
Japan,regional forest,domestic forest,domestic forest,2005,1
Mexico,regional forest,domestic forest,domestic forest,2005,1
Middle East,regional forest,domestic forest,domestic forest,2005,1
Pakistan,regional forest,domestic forest,domestic forest,2005,1
Russia,regional forest,domestic forest,domestic forest,2005,1
South Africa,regional forest,domestic forest,domestic forest,2005,1
South America_Northern,regional forest,domestic forest,domestic forest,2005,1
South America_Southern,regional forest,domestic forest,domestic forest,2005,1
South Asia,regional forest,domestic forest,domestic forest,2005,1
South Korea,regional forest,domestic forest,domestic forest,2005,1
Southeast Asia,regional forest,domestic forest,domestic forest,2005,1
Taiwan,regional forest,domestic forest,domestic forest,2005,1
Argentina,regional forest,domestic forest,domestic forest,2005,1
Colombia,regional forest,domestic forest,domestic forest,2005,1
USA,regional forest,domestic forest,domestic forest,2010,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2010,1
Africa_Northern,regional forest,domestic forest,domestic forest,2010,1
Africa_Southern,regional forest,domestic forest,domestic forest,2010,1
Africa_Western,regional forest,domestic forest,domestic forest,2010,1
Australia_NZ,regional forest,domestic forest,domestic forest,2010,1
Brazil,regional forest,domestic forest,domestic forest,2010,1
Canada,regional forest,domestic forest,domestic forest,2010,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2010,1
Central Asia,regional forest,domestic forest,domestic forest,2010,1
China,regional forest,domestic forest,domestic forest,2010,1
EU-12,regional forest,domestic forest,domestic forest,2010,1
EU-15,regional forest,domestic forest,domestic forest,2010,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2010,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2010,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2010,1
India,regional forest,domestic forest,domestic forest,2010,1
Indonesia,regional forest,domestic forest,domestic forest,2010,1
Japan,regional forest,domestic forest,domestic forest,2010,1
