# Exogenous cost to reflect shipping + handling of traded commodities
region,supplysector,subsector,technology,year,minicam.non.energy.input,input.cost
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2075,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2075,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2075,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2075,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2075,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2075,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2075,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2075,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2075,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2075,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2075,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2075,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2075,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2075,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2075,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2075,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2075,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2075,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2075,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2075,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2075,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2075,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2075,trade costs,0
USA,traded dairy,USA traded dairy,USA traded dairy,2080,trade costs,0
USA,traded dairy,Africa_Eastern traded dairy,Africa_Eastern traded dairy,2080,trade costs,0
USA,traded dairy,Africa_Northern traded dairy,Africa_Northern traded dairy,2080,trade costs,0
USA,traded dairy,Africa_Southern traded dairy,Africa_Southern traded dairy,2080,trade costs,0
USA,traded dairy,Africa_Western traded dairy,Africa_Western traded dairy,2080,trade costs,0
USA,traded dairy,Australia_NZ traded dairy,Australia_NZ traded dairy,2080,trade costs,0
USA,traded dairy,Brazil traded dairy,Brazil traded dairy,2080,trade costs,0
USA,traded dairy,Canada traded dairy,Canada traded dairy,2080,trade costs,0
USA,traded dairy,Central America and Caribbean traded dairy,Central America and Caribbean traded dairy,2080,trade costs,0
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2080,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2080,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2080,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2080,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2080,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2080,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2080,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2080,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2080,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2080,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2080,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2080,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2080,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2080,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2080,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2080,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2080,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2080,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2080,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2080,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2080,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2080,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2080,trade costs,0
USA,traded dairy,USA traded dairy,USA traded dairy,2085,trade costs,0
USA,traded dairy,Africa_Eastern traded dairy,Africa_Eastern traded dairy,2085,trade costs,0
USA,traded dairy,Africa_Northern traded dairy,Africa_Northern traded dairy,2085,trade costs,0
USA,traded dairy,Africa_Southern traded dairy,Africa_Southern traded dairy,2085,trade costs,0
USA,traded dairy,Africa_Western traded dairy,Africa_Western traded dairy,2085,trade costs,0
USA,traded dairy,Australia_NZ traded dairy,Australia_NZ traded dairy,2085,trade costs,0
USA,traded dairy,Brazil traded dairy,Brazil traded dairy,2085,trade costs,0
USA,traded dairy,Canada traded dairy,Canada traded dairy,2085,trade costs,0
USA,traded dairy,Central America and Caribbean traded dairy,Central America and Caribbean traded dairy,2085,trade costs,0
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2085,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2085,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2085,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2085,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2085,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2085,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2085,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2085,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2085,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2085,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2085,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2085,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2085,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2085,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2085,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2085,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2085,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2085,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2085,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2085,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2085,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2085,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2085,trade costs,0
USA,traded dairy,USA traded dairy,USA traded dairy,2090,trade costs,0
USA,traded dairy,Africa_Eastern traded dairy,Africa_Eastern traded dairy,2090,trade costs,0
USA,traded dairy,Africa_Northern traded dairy,Africa_Northern traded dairy,2090,trade costs,0
USA,traded dairy,Africa_Southern traded dairy,Africa_Southern traded dairy,2090,trade costs,0
USA,traded dairy,Africa_Western traded dairy,Africa_Western traded dairy,2090,trade costs,0
USA,traded dairy,Australia_NZ traded dairy,Australia_NZ traded dairy,2090,trade costs,0
USA,traded dairy,Brazil traded dairy,Brazil traded dairy,2090,trade costs,0
USA,traded dairy,Canada traded dairy,Canada traded dairy,2090,trade costs,0
USA,traded dairy,Central America and Caribbean traded dairy,Central America and Caribbean traded dairy,2090,trade costs,0
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2090,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2090,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2090,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2090,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2090,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2090,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2090,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2090,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2090,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2090,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2090,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2090,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2090,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2090,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2090,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2090,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2090,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2090,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2090,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2090,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2090,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2090,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2090,trade costs,0
USA,traded dairy,USA traded dairy,USA traded dairy,2095,trade costs,0
USA,traded dairy,Africa_Eastern traded dairy,Africa_Eastern traded dairy,2095,trade costs,0
USA,traded dairy,Africa_Northern traded dairy,Africa_Northern traded dairy,2095,trade costs,0
USA,traded dairy,Africa_Southern traded dairy,Africa_Southern traded dairy,2095,trade costs,0
USA,traded dairy,Africa_Western traded dairy,Africa_Western traded dairy,2095,trade costs,0
USA,traded dairy,Australia_NZ traded dairy,Australia_NZ traded dairy,2095,trade costs,0
USA,traded dairy,Brazil traded dairy,Brazil traded dairy,2095,trade costs,0
USA,traded dairy,Canada traded dairy,Canada traded dairy,2095,trade costs,0
USA,traded dairy,Central America and Caribbean traded dairy,Central America and Caribbean traded dairy,2095,trade costs,0
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2095,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2095,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2095,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2095,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2095,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2095,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2095,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2095,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2095,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2095,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2095,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2095,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2095,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2095,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2095,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2095,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2095,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2095,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2095,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2095,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2095,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2095,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2095,trade costs,0
USA,traded dairy,USA traded dairy,USA traded dairy,2100,trade costs,0
USA,traded dairy,Africa_Eastern traded dairy,Africa_Eastern traded dairy,2100,trade costs,0
USA,traded dairy,Africa_Northern traded dairy,Africa_Northern traded dairy,2100,trade costs,0
USA,traded dairy,Africa_Southern traded dairy,Africa_Southern traded dairy,2100,trade costs,0
USA,traded dairy,Africa_Western traded dairy,Africa_Western traded dairy,2100,trade costs,0
USA,traded dairy,Australia_NZ traded dairy,Australia_NZ traded dairy,2100,trade costs,0
USA,traded dairy,Brazil traded dairy,Brazil traded dairy,2100,trade costs,0
USA,traded dairy,Canada traded dairy,Canada traded dairy,2100,trade costs,0
USA,traded dairy,Central America and Caribbean traded dairy,Central America and Caribbean traded dairy,2100,trade costs,0
USA,traded dairy,Central Asia traded dairy,Central Asia traded dairy,2100,trade costs,0
USA,traded dairy,China traded dairy,China traded dairy,2100,trade costs,0
USA,traded dairy,EU-12 traded dairy,EU-12 traded dairy,2100,trade costs,0
USA,traded dairy,EU-15 traded dairy,EU-15 traded dairy,2100,trade costs,0
USA,traded dairy,Europe_Eastern traded dairy,Europe_Eastern traded dairy,2100,trade costs,0
USA,traded dairy,Europe_Non_EU traded dairy,Europe_Non_EU traded dairy,2100,trade costs,0
USA,traded dairy,European Free Trade Association traded dairy,European Free Trade Association traded dairy,2100,trade costs,0
USA,traded dairy,India traded dairy,India traded dairy,2100,trade costs,0
USA,traded dairy,Indonesia traded dairy,Indonesia traded dairy,2100,trade costs,0
USA,traded dairy,Japan traded dairy,Japan traded dairy,2100,trade costs,0
USA,traded dairy,Mexico traded dairy,Mexico traded dairy,2100,trade costs,0
USA,traded dairy,Middle East traded dairy,Middle East traded dairy,2100,trade costs,0
USA,traded dairy,Pakistan traded dairy,Pakistan traded dairy,2100,trade costs,0
USA,traded dairy,Russia traded dairy,Russia traded dairy,2100,trade costs,0
USA,traded dairy,South Africa traded dairy,South Africa traded dairy,2100,trade costs,0
USA,traded dairy,South America_Northern traded dairy,South America_Northern traded dairy,2100,trade costs,0
USA,traded dairy,South America_Southern traded dairy,South America_Southern traded dairy,2100,trade costs,0
USA,traded dairy,South Asia traded dairy,South Asia traded dairy,2100,trade costs,0
USA,traded dairy,South Korea traded dairy,South Korea traded dairy,2100,trade costs,0
USA,traded dairy,Southeast Asia traded dairy,Southeast Asia traded dairy,2100,trade costs,0
USA,traded dairy,Taiwan traded dairy,Taiwan traded dairy,2100,trade costs,0
USA,traded dairy,Argentina traded dairy,Argentina traded dairy,2100,trade costs,0
USA,traded dairy,Colombia traded dairy,Colombia traded dairy,2100,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,1975,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,1975,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,1975,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,1975,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,1975,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,1975,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,1975,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,1975,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,1975,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,1975,trade costs,0
USA,traded pork,China traded pork,China traded pork,1975,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,1975,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,1975,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,1975,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,1975,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,1975,trade costs,0
USA,traded pork,India traded pork,India traded pork,1975,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,1975,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,1975,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,1975,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,1975,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,1975,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,1975,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,1975,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,1975,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,1975,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,1975,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,1975,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,1975,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,1975,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,1975,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,1975,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,1990,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,1990,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,1990,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,1990,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,1990,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,1990,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,1990,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,1990,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,1990,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,1990,trade costs,0
USA,traded pork,China traded pork,China traded pork,1990,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,1990,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,1990,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,1990,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,1990,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,1990,trade costs,0
USA,traded pork,India traded pork,India traded pork,1990,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,1990,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,1990,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,1990,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,1990,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,1990,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,1990,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,1990,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,1990,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,1990,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,1990,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,1990,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,1990,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,1990,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,1990,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,1990,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2005,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2005,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2005,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2005,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2005,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2005,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2005,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2005,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2005,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2005,trade costs,0
USA,traded pork,China traded pork,China traded pork,2005,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2005,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2005,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2005,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2005,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2005,trade costs,0
USA,traded pork,India traded pork,India traded pork,2005,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2005,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2005,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2005,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2005,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2005,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2005,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2005,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2005,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2005,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2005,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2005,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2005,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2005,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2005,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2005,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2010,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2010,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2010,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2010,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2010,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2010,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2010,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2010,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2010,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2010,trade costs,0
USA,traded pork,China traded pork,China traded pork,2010,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2010,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2010,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2010,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2010,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2010,trade costs,0
USA,traded pork,India traded pork,India traded pork,2010,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2010,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2010,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2010,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2010,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2010,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2010,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2010,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2010,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2010,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2010,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2010,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2010,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2010,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2010,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2010,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2015,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2015,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2015,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2015,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2015,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2015,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2015,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2015,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2015,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2015,trade costs,0
USA,traded pork,China traded pork,China traded pork,2015,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2015,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2015,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2015,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2015,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2015,trade costs,0
USA,traded pork,India traded pork,India traded pork,2015,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2015,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2015,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2015,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2015,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2015,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2015,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2015,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2015,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2015,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2015,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2015,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2015,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2015,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2015,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2015,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2020,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2020,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2020,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2020,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2020,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2020,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2020,trade costs,0
