# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,logit.year.fillout,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,logit.type
Middle East,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional poultry,imported poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional sheepgoat,domestic sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional sheepgoat,imported sheepgoat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional forest,domestic forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional forest,imported forest,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
